datetime;date;login;platform;platform_name;publisher_name;rtype;mime;print_identifier;online_identifier;title_id;doi;publication_title;publication_date;unitid;domain;on_campus;log_id;ezpaarse_version;ezpaarse_date;middlewares_version;middlewares_date;platforms_version;platforms_date;middlewares;bib-groups;title;type;subject;geoip-country;geoip-latitude;geoip-longitude;user;section;department;unit;db_id;db_title;host;ezproxy-session;identd;url;status;size
2016-11-21T09:49:17+01:00;2016-11-21;e2501f436c9ed4f9ece3823780b939b0b3002576;ebscohost;EbscoHost;EBSCO Publishing;OPENURL;HTML;01429612;;;10.1016/j.biomaterials.2016.10.012;Biomaterials;2017;10.1016/j.biomaterials.2016.10.012;resolver.ebscohost.com;N;b5f4d349b75417459d4f4401e5a1ae177677d952;3.8.0;2022-10-24;8ab2026;2025-07-08;334f7224;2025-05-28;filter, parser, deduplicator, istex, crossref, sudoc, enhancer, geolocalizer, cut, on-campus-counter, ebscohost, populate, qualifier, anonymizer;insb;Regulating temporospatial dynamics of morphogen for structure formation of the lacrimal gland by chitosan biomaterials;journal-article;;FR;48.8543;2.3527;acbadf563f172ddeed1bca9f357e6e61a44c4a52;CNRS;DS53;UMR0000;;;80.215.85.142;ciAValEK0XgDl81;;http://resolver.ebscohost.com:80/openurl?sid=EBSCO%3aedselp&genre=article&issn=01429612&ISBN=&volume=113&issue=&date=20170101&spage=42&pages=42-55&title=Biomaterials&atitle=Regulating+temporospatial+dynamics+of+morphogen+for+structure+formation+of+the+lacrimal+gland+by+chitosan+biomaterials&aulast=Hsiao%2c+Ya-Chuan&id=DOI%3a10.1016%2fj.biomaterials.2016.10.012&site=ftf-live;200;7220
2016-11-21T09:49:18+01:00;2016-11-21;58e3c1d6c531237d01f4e933d3788397c411a827;ncbi;National Center for Biotechnology Information;;SEARCH;HTML;;;;;;;;www.ncbi.nlm.nih.gov;N;d3bf35c2da6ba678f08031af51cec6105c5e5c73;3.8.0;2022-10-24;8ab2026;2025-07-08;334f7224;2025-05-28;filter, parser, deduplicator, istex, crossref, sudoc, enhancer, geolocalizer, cut, on-campus-counter, ebscohost, populate, qualifier, anonymizer;insb;;;;FR;48.8543;2.3527;acbadf563f172ddeed1bca9f357e6e61a44c4a52;OTHER;DS53;UMR0000;;;157.136.100.22;ToDiIhaF9MD4TAw;;https://www.ncbi.nlm.nih.gov:443/pubmed/?term=caenorhabditis+elegans;200;113234
2016-11-21T09:49:22+01:00;2016-11-21;e2501f436c9ed4f9ece3823780b939b0b3002576;hw;HighWire;American Society for Microbiology;ARTICLE;PDF;;;jvi.asm.org;;Journal of Virology;;jvi.asm.org/90/23/10642;jvi.asm.org;N;64479e7cf623bf6b4ac7e2a749b3906f640f6734;3.8.0;2022-10-24;8ab2026;2025-07-08;334f7224;2025-05-28;filter, parser, deduplicator, istex, crossref, sudoc, enhancer, geolocalizer, cut, on-campus-counter, ebscohost, populate, qualifier, anonymizer;insb;;;;HK;22.2909;114.15;acbadf563f172ddeed1bca9f357e6e61a44c4a52;CNRS;DS53;UMR0000;;;104.237.91.82;ldpDyTioAhZ2Beu;;http://jvi.asm.org:80/content/90/23/10642.full.pdf;200;6484459
2016-11-21T09:49:24+01:00;2016-11-21;e2501f436c9ed4f9ece3823780b939b0b3002576;sd;Science Direct;Elsevier;ARTICLE;HTML;0142-9612;;01429612;10.1016/j.biomaterials.2016.10.012;Biomaterials;2017;S0142961216305555;www.sciencedirect.com;N;a0908b09b689931da1b4de0d8b07d6488289d0cc;3.8.0;2022-10-24;8ab2026;2025-07-08;334f7224;2025-05-28;filter, parser, deduplicator, istex, crossref, sudoc, enhancer, geolocalizer, cut, on-campus-counter, ebscohost, populate, qualifier, anonymizer;insb;Regulating temporospatial dynamics of morphogen for structure formation of the lacrimal gland by chitosan biomaterials;journal-article;;FR;48.8543;2.3527;acbadf563f172ddeed1bca9f357e6e61a44c4a52;CNRS;DS53;UMR0000;;;80.215.85.142;ciAValEK0XgDl81;;http://www.sciencedirect.com:80/science/article/pii/S0142961216305555;200;66122
2016-11-21T09:49:28+01:00;2016-11-21;e2501f436c9ed4f9ece3823780b939b0b3002576;hw;HighWire;American Society for Microbiology;ABS;HTML;;;jvi.asm.org;;Journal of Virology;;jvi.asm.org/90/23/10660;jvi.asm.org;N;f18daae86a614c326388549d1822d5bab842069c;3.8.0;2022-10-24;8ab2026;2025-07-08;334f7224;2025-05-28;filter, parser, deduplicator, istex, crossref, sudoc, enhancer, geolocalizer, cut, on-campus-counter, ebscohost, populate, qualifier, anonymizer;insb;;;;HK;22.2909;114.15;acbadf563f172ddeed1bca9f357e6e61a44c4a52;CNRS;DS53;UMR0000;;;104.237.91.82;ldpDyTioAhZ2Beu;;http://jvi.asm.org:80/content/90/23/10660.short;200;61384
2016-11-21T09:49:38+01:00;2016-11-21;4ae7e5d153175cc5d2a13bfda4dd40beed9d1eb3;ncbi;National Center for Biotechnology Information;;SEARCH;HTML;;;;;;;;www.ncbi.nlm.nih.gov;N;5dc7579294fb78568c0af9cdc9a319db14810857;3.8.0;2022-10-24;8ab2026;2025-07-08;334f7224;2025-05-28;filter, parser, deduplicator, istex, crossref, sudoc, enhancer, geolocalizer, cut, on-campus-counter, ebscohost, populate, qualifier, anonymizer;insb+reaxys;;;;FR;48.8607;2.3281;acbadf563f172ddeed1bca9f357e6e61a44c4a52;CNRS;DS52;UMR0000;;;195.220.100.11;UqOcZSZNnlH6mht;;https://www.ncbi.nlm.nih.gov:443/pubmed/?term=Zimmer+C%5BAuthor%5D;200;114562
2016-11-21T09:49:47+01:00;2016-11-21;58e3c1d6c531237d01f4e933d3788397c411a827;wos;Web of Science;;SEARCH;HTML;;;;;;;;apps.webofknowledge.com;N;c53491317b893344f1a46770e56f323038187796;3.8.0;2022-10-24;8ab2026;2025-07-08;334f7224;2025-05-28;filter, parser, deduplicator, istex, crossref, sudoc, enhancer, geolocalizer, cut, on-campus-counter, ebscohost, populate, qualifier, anonymizer;insb;;;;FR;48.8607;2.3281;acbadf563f172ddeed1bca9f357e6e61a44c4a52;OTHER;DS53;UMR0000;WOS;;134.157.62.117;ulL1BYrhkZD7vCN;;http://apps.webofknowledge.com:80/WOS_GeneralSearch_input.do?product=WOS&search_mode=GeneralSearch&SID=S1ANP6lMGMtmH2kOhNN&preferencesSaved=;200;20772
2016-11-21T09:49:52+01:00;2016-11-21;e2501f436c9ed4f9ece3823780b939b0b3002576;sd;Science Direct;Elsevier;ARTICLE;PDF;0142-9612;;01429612;10.1016/j.biomaterials.2016.10.012;Biomaterials;2017;S0142961216305555;ac.els-cdn.com;N;d45edd1515c337b2b05e761bb20ff3101ef6192f;3.8.0;2022-10-24;8ab2026;2025-07-08;334f7224;2025-05-28;filter, parser, deduplicator, istex, crossref, sudoc, enhancer, geolocalizer, cut, on-campus-counter, ebscohost, populate, qualifier, anonymizer;insb;Regulating temporospatial dynamics of morphogen for structure formation of the lacrimal gland by chitosan biomaterials;journal-article;;FR;48.8543;2.3527;acbadf563f172ddeed1bca9f357e6e61a44c4a52;CNRS;DS53;UMR0000;;;80.215.85.142;ciAValEK0XgDl81;;http://ac.els-cdn.com:80/S0142961216305555/1-s2.0-S0142961216305555-main.pdf?_tid=69a95920-afc7-11e6-9ab1-00000aacb361&acdnat=1479718348_a09c12e8c9f1e255db9968d9bc3137e9;200;3962109
2016-11-21T09:49:55+01:00;2016-11-21;e2501f436c9ed4f9ece3823780b939b0b3002576;sd;Science Direct;Elsevier;ARTICLE;HTML;1074-7613;1097-4180;10747613;;Immunity;;S1074761316304447;www.sciencedirect.com;N;a65c88e5b6e002a39c5489beeb73abd2b9d11b64;3.8.0;2022-10-24;8ab2026;2025-07-08;334f7224;2025-05-28;filter, parser, deduplicator, istex, crossref, sudoc, enhancer, geolocalizer, cut, on-campus-counter, ebscohost, populate, qualifier, anonymizer;insb;;;;FR;48.8582;2.3387;acbadf563f172ddeed1bca9f357e6e61a44c4a52;CNRS;DS53;UMR0000;;;193.55.43.119;dc4YL7dS5soz35a;;http://www.sciencedirect.com:80/science/article/pii/S1074761316304447;200;64501
2016-11-21T09:49:56+01:00;2016-11-21;e2501f436c9ed4f9ece3823780b939b0b3002576;wiley;Wiley;Wiley;ABS;HTML;1464-6722;1364-3703;mpp;10.1111/mpp.12356;Molecular Plant Pathology;2016;mpp.12356;onlinelibrary.wiley.com;N;21049a51375849d0a6f559681faa4f10265caaba;3.8.0;2022-10-24;8ab2026;2025-07-08;334f7224;2025-05-28;filter, parser, deduplicator, istex, crossref, sudoc, enhancer, geolocalizer, cut, on-campus-counter, ebscohost, populate, qualifier, anonymizer;insb;Genome‐wide transcriptomic analyses provide insights into the lifestyle transition and effector repertoire of <i>Leptosphaeria maculans</i> during the colonization of <i>Brassica napus</i> seedlings;journal-article;;;;;acbadf563f172ddeed1bca9f357e6e61a44c4a52;CNRS;DS53;UMR0000;;;147.99.82.57, 147.99.82.57, 127.0.0.1, 147.99.84.242;oo014gz8ELtIDsG;;"http://onlinelibrary.wiley.com:80/doi/10.1111/mpp.12356/abstract;jsessionid=173EF0A326A661CA02941CFA93DCE22D.f01t01";200;61767
