95.37.195.172 I7G6nXXP1vnwyt5 - anonymous@cnrs.fr_O_CNRS_I_DS56_OU_UMR0000 [20/Nov/2016:23:14:12 +0000] "GET http://apps.webofknowledge.com:80/Search.do?product=UA&SID=N2xF59KjNgRu7bnaZE8&search_mode=GeneralSearch&prID=66bab4ae-0d4d-4d27-a009-52e8eedda8bd HTTP/1.1" 200 54552 insis
31.39.145.91 3SCV3onscZS1srj - anonymous@cnrs.fr_O_CNRS_I_DS56_OU_UMR0000 [20/Nov/2016:23:25:03 +0000] "GET http://insis.bib.cnrs.fr:80/connect?session=s3SCV3onscZS1srj&url=http://www.scopus.com HTTP/1.1" 302 0 insis
31.39.145.91 3SCV3onscZS1srj - anonymous@cnrs.fr_O_CNRS_I_DS56_OU_UMR0000 [20/Nov/2016:23:25:03 +0000] "GET http://www.scopus.com:80/ HTTP/1.1" 301 639 insis
31.39.145.91 3SCV3onscZS1srj - anonymous@cnrs.fr_O_CNRS_I_DS56_OU_UMR0000 [20/Nov/2016:23:25:04 +0000] "GET https://www.scopus.com:443/ HTTP/1.1" 302 1824 insis
31.39.145.91 3SCV3onscZS1srj - anonymous@cnrs.fr_O_CNRS_I_DS56_OU_UMR0000 [20/Nov/2016:23:25:05 +0000] "GET https://www.scopus.com:443/home.uri HTTP/1.1" 200 57435 insis
31.39.145.91 3SCV3onscZS1srj - anonymous@cnrs.fr_O_CNRS_I_DS56_OU_UMR0000 [20/Nov/2016:23:25:07 +0000] "GET https://www.scopus.com:443/static/images/favicon.ico?ver=1.0 HTTP/1.1" 200 3689 insis
31.39.145.91 3SCV3onscZS1srj - anonymous@cnrs.fr_O_CNRS_I_DS56_OU_UMR0000 [20/Nov/2016:23:25:09 +0000] "GET https://www.scopus.com:443/static/images/logo_Elsevier.svg HTTP/1.1" 200 1857 insis
31.39.145.91 3SCV3onscZS1srj - anonymous@cnrs.fr_O_CNRS_I_DS56_OU_UMR0000 [20/Nov/2016:23:25:10 +0000] "GET https://www.scopus.com:443/static/images/scopusLogoOrange.svg HTTP/1.1" 200 1451 insis
31.39.145.91 3SCV3onscZS1srj - anonymous@cnrs.fr_O_CNRS_I_DS56_OU_UMR0000 [20/Nov/2016:23:25:10 +0000] "GET https://www.scopus.com:443/static/images/relexLogo.svg HTTP/1.1" 200 3239 insis
31.39.145.91 3SCV3onscZS1srj - anonymous@cnrs.fr_O_CNRS_I_DS56_OU_UMR0000 [20/Nov/2016:23:25:10 +0000] "GET https://acw.sciencedirect.com:443/SSOCore/update?acw=88c3cb036b38851c8253736-7565dc17d59ffc0f-0W%7C%24%7C1B562F5581B669E312A6D9ACC97077BC8CEDC9BFD63EBA5A3E4BDC6746E775437347CF9FD73DB2025ECBA5D6E67E346EA022E4B075C138BC4A460C595C7C948242AB81AD438BCC06F978F4D461B6422ACEA59B1401D8C16CF4AF6FB43D07556509BCD4A5D1E8F20D38199AE594D0A1AEE6783EE84C89D6CF22A6D76697D8A5FCD399366A4D3527FB233C903DCDDB7FC6&utt=98c3cb036b38851c8253736-7565dc17d59ffc0f-Sp5 HTTP/1.1" 200 0 insis
31.39.145.91 3SCV3onscZS1srj - anonymous@cnrs.fr_O_CNRS_I_DS56_OU_UMR0000 [20/Nov/2016:23:25:10 +0000] "GET https://acw.scopus.com:443/SSOCore/update?acw=88c3cb036b38851c8253736-7565dc17d59ffc0f-0W%7C%24%7C1B562F5581B669E312A6D9ACC97077BC8CEDC9BFD63EBA5A3E4BDC6746E775437347CF9FD73DB2025ECBA5D6E67E346EA022E4B075C138BC4A460C595C7C948242AB81AD438BCC06F978F4D461B6422ACEA59B1401D8C16CF4AF6FB43D07556509BCD4A5D1E8F20D38199AE594D0A1AEE6783EE84C89D6CF22A6D76697D8A5FCD399366A4D3527FB233C903DCDDB7FC6&utt=98c3cb036b38851c8253736-7565dc17d59ffc0f-Sp5 HTTP/1.1" 200 0 insis
31.39.145.91 3SCV3onscZS1srj - anonymous@cnrs.fr_O_CNRS_I_DS56_OU_UMR0000 [20/Nov/2016:23:25:10 +0000] "GET https://www.scopus.com:443/cb4246477148/static/fonts/NexusSansWebPro.woff HTTP/1.1" 200 49067 insis
